IPK,Skor_Motivasi_Tertulis,Skor_Literasi_Finansial,Surat_Rekomendasi,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Semester,Status_Kelayakan,Kategori_Ekonomi,Skor_Performa_Dinamis
3.39,56,100,Tidak,Ya,2,58,6,5,1,Stabil,66.45
2.95,66,62,Ada,Tidak,3,69,3,8,0,Stabil,64.05
3.22,67,46,Ada,Tidak,5,90,1,3,0,Rentan,76.3
2.93,57,89,Tidak,Ya,3,63,11,6,0,Stabil,62.55
3.37,51,47,Tidak,Ya,5,68,6,7,0,Stabil,74.15
2.93,74,82,Ada,Ya,1,54,13,6,0,Rentan,56.75
2.66,61,87,Ada,Ya,2,75,9,1,0,Stabil,58.9
2.99,65,67,Tidak,Tidak,5,91,2,4,0,Stabil,73.05
3.26,67,23,Ada,Ya,1,84,7,5,0,Stabil,67.7
2.96,51,97,Tidak,Tidak,3,91,17,5,0,Stabil,68.6
2.79,69,39,Tidak,Tidak,4,69,12,8,0,Stabil,63.650000000000006
3.43,77,1,Tidak,Ya,2,91,4,5,0,Rentan,73.64999999999999
3.45,76,73,Ada,Ya,4,92,17,3,1,Rentan,78.15
3.38,95,62,Tidak,Ya,1,74,2,4,0,Stabil,67.5
2.88,78,6,Tidak,Ya,2,79,16,5,0,Rentan,63.0
3.45,88,47,Tidak,Ya,5,76,7,6,1,Rentan,76.95
3.01,93,17,Tidak,Ya,1,66,14,2,0,Stabil,60.35
2.89,90,6,Ada,Tidak,2,64,10,1,1,Rentan,60.150000000000006
3.84,76,99,Ada,Tidak,3,81,18,2,1,Rentan,79.8
2.79,54,67,Tidak,Tidak,4,52,11,3,0,Rentan,60.25
2.53,95,37,Ada,Ya,1,89,19,5,0,Stabil,57.75
2.52,96,76,Tidak,Tidak,5,64,1,4,0,Stabil,60.599999999999994
2.75,78,56,Ada,Tidak,3,52,9,3,0,Stabil,57.65
2.79,75,97,Ada,Tidak,1,72,10,5,0,Rentan,58.25
3.05,75,0,Tidak,Ya,0,59,14,3,0,Stabil,57.55
3.31,99,58,Ada,Ya,3,55,16,1,0,Stabil,66.65
2.87,73,53,Tidak,Tidak,1,96,18,4,0,Stabil,64.25
3.53,59,80,Tidak,Ya,4,75,8,6,0,Stabil,75.94999999999999
3.26,69,36,Ada,Tidak,0,56,1,6,0,Rentan,60.1
3.74,62,15,Tidak,Ya,2,50,18,7,1,Rentan,70.1
3.72,97,90,Tidak,Tidak,0,53,3,5,0,Stabil,66.4
2.74,83,45,Ada,Tidak,4,74,19,3,0,Stabil,63.900000000000006
3.35,96,31,Tidak,Tidak,0,99,12,2,0,Rentan,70.05
3.64,52,19,Tidak,Tidak,2,95,20,2,0,Stabil,77.6
2.32,50,54,Tidak,Tidak,3,61,0,6,0,Stabil,53.0
3.2,97,94,Ada,Tidak,5,85,13,3,1,Rentan,75.0
3.69,54,88,Tidak,Tidak,0,53,6,1,0,Rentan,65.95
2.64,100,64,Ada,Ya,3,67,18,7,0,Stabil,59.0
3.71,51,49,Tidak,Ya,3,62,20,3,0,Stabil,74.05
2.7,97,45,Tidak,Ya,5,96,16,2,0,Stabil,69.7
3.51,80,62,Ada,Tidak,4,84,3,1,1,Rentan,77.45
3.3,92,77,Tidak,Tidak,4,63,17,5,1,Stabil,70.1
3.7,77,72,Ada,Ya,3,74,15,8,1,Rentan,76.3
3.18,70,42,Tidak,Ya,4,82,15,4,0,Rentan,72.1
3.4,82,37,Ada,Tidak,3,61,17,6,1,Rentan,69.2
2.94,77,87,Tidak,Ya,5,100,7,2,0,Rentan,74.1
3.11,86,85,Ada,Ya,3,69,6,8,1,Rentan,66.45
3.81,72,65,Ada,Ya,5,79,5,4,1,Rentan,82.95
3.17,62,0,Ada,Ya,4,84,12,4,0,Stabil,72.35
3.75,95,33,Ada,Ya,0,69,4,6,1,Stabil,70.05
3.25,90,47,Tidak,Tidak,4,63,4,4,0,Rentan,69.35
2.83,62,52,Tidak,Ya,5,73,12,8,0,Stabil,67.05
2.82,57,18,Ada,Tidak,0,95,8,5,0,Stabil,61.3
3.28,53,53,Tidak,Ya,3,80,1,4,0,Rentan,71.19999999999999
4.0,62,94,Tidak,Tidak,2,54,8,1,0,Stabil,74.8
2.85,88,34,Tidak,Ya,3,66,2,3,0,Rentan,61.95
2.24,88,82,Ada,Ya,4,77,10,2,1,Rentan,57.0
3.33,60,73,Ada,Ya,2,91,3,2,0,Stabil,72.14999999999999
3.91,86,0,Ada,Tidak,5,68,5,5,1,Stabil,82.25
3.13,77,88,Tidak,Ya,2,73,19,3,1,Stabil,65.55
2.66,76,24,Tidak,Tidak,4,94,20,3,0,Rentan,66.7
3.74,72,91,Tidak,Ya,1,65,9,3,1,Rentan,71.1
3.72,60,20,Ada,Ya,1,70,7,3,0,Rentan,71.8
3.84,96,38,Ada,Ya,1,90,13,4,1,Rentan,77.6
3.49,65,88,Ada,Tidak,5,100,11,8,1,Rentan,82.35
3.51,77,74,Ada,Ya,2,81,13,8,1,Stabil,72.85
3.25,91,66,Ada,Ya,1,99,14,6,1,Rentan,70.55
2.56,65,86,Ada,Ya,4,96,13,8,0,Rentan,65.6
3.12,91,72,Ada,Ya,3,80,11,2,0,Stabil,68.8
3.21,65,70,Ada,Tidak,1,87,11,5,0,Stabil,67.55
2.7,97,26,Tidak,Ya,1,72,9,5,0,Rentan,56.9
3.29,77,42,Ada,Ya,5,98,11,6,1,Rentan,78.95
3.56,82,27,Tidak,Ya,5,95,6,5,0,Stabil,82.4
4.0,69,56,Tidak,Ya,1,58,3,2,0,Stabil,73.6
2.93,56,93,Ada,Tidak,1,60,7,6,0,Stabil,57.949999999999996
3.8,69,8,Tidak,Tidak,1,93,1,6,0,Rentan,77.6
2.99,54,23,Tidak,Ya,2,84,14,3,0,Rentan,65.65
3.65,69,13,Tidak,Tidak,2,63,6,2,0,Stabil,71.35
3.13,57,73,Ada,Ya,0,65,10,1,1,Rentan,59.949999999999996
3.07,94,90,Tidak,Ya,2,92,2,3,1,Rentan,68.45
3.5,54,78,Ada,Ya,3,88,17,8,1,Stabil,76.1
3.58,82,35,Tidak,Ya,2,91,14,3,0,Stabil,75.89999999999999
3.04,72,98,Tidak,Ya,5,82,10,2,0,Stabil,72.0
3.26,78,66,Ada,Tidak,1,66,0,6,1,Rentan,64.1
3.29,67,92,Ada,Ya,3,93,11,7,1,Rentan,73.95
3.03,82,99,Ada,Ya,3,56,1,4,1,Rentan,62.65
2.55,73,88,Tidak,Ya,0,67,3,1,0,Stabil,51.64999999999999
3.84,68,60,Tidak,Ya,3,53,8,5,1,Rentan,74.19999999999999
3.46,94,39,Tidak,Ya,3,64,0,2,0,Stabil,70.7
2.51,53,79,Tidak,Tidak,1,82,3,7,0,Stabil,56.05
3.29,93,31,Ada,Ya,0,55,16,3,0,Rentan,60.35
3.58,73,97,Ada,Ya,0,53,0,3,1,Rentan,64.3
4.0,74,15,Ada,Ya,5,55,20,5,1,Rentan,81.0
3.45,65,22,Tidak,Ya,0,53,1,6,0,Rentan,62.35
3.09,85,13,Tidak,Ya,2,70,13,2,0,Stabil,64.35
3.15,78,7,Tidak,Tidak,2,75,16,6,0,Rentan,66.25
3.06,72,65,Ada,Ya,2,92,20,2,1,Stabil,68.3
2.89,90,16,Tidak,Ya,4,73,8,1,0,Stabil,65.95
3.23,66,6,Ada,Tidak,2,69,13,6,0,Stabil,66.25
3.23,92,100,Tidak,Ya,1,73,6,7,0,Stabil,65.05
2.79,60,11,Tidak,Ya,2,72,6,6,0,Stabil,60.25
3.18,58,87,Tidak,Ya,4,95,15,7,0,Rentan,74.69999999999999
2.64,93,19,Tidak,Tidak,4,59,14,7,0,Stabil,59.400000000000006
2.57,97,57,Tidak,Ya,2,79,16,4,0,Stabil,58.349999999999994
3.53,58,50,Ada,Ya,0,51,5,4,0,Stabil,63.15
3.1,74,29,Tidak,Tidak,0,56,2,3,0,Stabil,57.7
3.17,52,21,Tidak,Ya,5,93,20,2,0,Stabil,76.15
